"","end_result","game","game_id","period","play","player","playoffs","score","season","shot_made","time","home_game","score1","score2","cur_score","opp_score","first_shot","missed_first","made_first","cur_time","losing","losing_alot","score_ratio","loss_sq","win_sq","prod1"
"885","101 - 89","PHX - MEM",281230029,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","82 - 84","2008 - 2009",1,"6:50",1,82,84,81,84,0,1,0,410,TRUE,FALSE,0.952941176470588,1156,1024,0
"886","101 - 89","PHX - MEM",281230029,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","90 - 87","2008 - 2009",1,"4:31",1,90,87,89,87,1,0,0,271,FALSE,FALSE,1.01136363636364,1156,1024,0
"887","101 - 89","PHX - MEM",281230029,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 87","2008 - 2009",1,"4:31",1,91,87,90,87,0,0,1,271,FALSE,FALSE,1.02272727272727,1156,1024,1
"888","101 - 89","PHX - MEM",281230029,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","100 - 89","2008 - 2009",0,"0:45",1,100,89,100,89,1,0,0,45,FALSE,FALSE,1.11111111111111,1156,1024,0
"889","101 - 89","PHX - MEM",281230029,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","101 - 89","2008 - 2009",1,"0:45",1,101,89,100,89,0,1,0,45,FALSE,FALSE,1.11111111111111,1156,1024,0
"890","98 - 106","LAC - PHX",290102021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","38 - 48","2008 - 2009",1,"4:37",0,38,48,47,38,1,0,0,277,FALSE,FALSE,1.20512820512821,1156,1024,0
"891","98 - 106","LAC - PHX",290102021,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","38 - 48","2008 - 2009",0,"4:37",0,38,48,48,38,0,0,1,277,FALSE,FALSE,1.23076923076923,1156,1024,0
"892","98 - 106","LAC - PHX",290102021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","45 - 56","2008 - 2009",1,"0:57",0,45,56,55,45,1,0,0,57,FALSE,FALSE,1.19565217391304,1156,1024,0
"893","98 - 106","LAC - PHX",290102021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","45 - 57","2008 - 2009",1,"0:57",0,45,57,56,45,0,0,1,57,FALSE,FALSE,1.21739130434783,1156,1024,0
"894","98 - 106","LAC - PHX",290102021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","76 - 90","2008 - 2009",1,"9:26",0,76,90,89,76,1,0,0,566,FALSE,FALSE,1.15584415584416,1156,1024,0
"895","98 - 106","LAC - PHX",290102021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","76 - 90","2008 - 2009",0,"9:26",0,76,90,90,76,0,0,1,566,FALSE,FALSE,1.16883116883117,1156,1024,0
"896","98 - 106","LAC - PHX",290102021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","76 - 93","2008 - 2009",1,"8:38",0,76,93,92,76,1,0,0,518,FALSE,FALSE,1.19480519480519,1156,1024,0
"897","98 - 106","LAC - PHX",290102021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","76 - 93","2008 - 2009",0,"8:38",0,76,93,93,76,0,0,1,518,FALSE,FALSE,1.20779220779221,1156,1024,0
"898","100 - 128","DAL - PHX",290109021,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","16 - 13","2008 - 2009",1,"6:20",0,16,13,12,16,1,0,0,380,TRUE,FALSE,0.705882352941177,1156,1024,0
"899","100 - 128","DAL - PHX",290109021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","42 - 43","2008 - 2009",1,"5:48",0,42,43,42,42,1,0,0,348,FALSE,FALSE,0.976744186046512,1156,1024,0
"900","100 - 128","DAL - PHX",290109021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","42 - 44","2008 - 2009",1,"5:48",0,42,44,43,42,0,0,1,348,FALSE,FALSE,1,1156,1024,0
"901","100 - 128","DAL - PHX",290109021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","51 - 56","2008 - 2009",1,"2:38",0,51,56,55,51,1,0,0,158,FALSE,FALSE,1.05769230769231,1156,1024,0
"902","100 - 128","DAL - PHX",290109021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","51 - 57","2008 - 2009",1,"2:38",0,51,57,56,51,0,0,1,158,FALSE,FALSE,1.07692307692308,1156,1024,0
"903","100 - 128","DAL - PHX",290109021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","67 - 87","2008 - 2009",1,"4:39",0,67,87,86,67,1,0,0,279,FALSE,FALSE,1.26470588235294,1156,1024,0
"904","100 - 128","DAL - PHX",290109021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","67 - 88","2008 - 2009",1,"4:39",0,67,88,87,67,0,0,1,279,FALSE,FALSE,1.27941176470588,1156,1024,0
"905","109 - 103","PHX - LAC",290111012,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","20 - 16","2008 - 2009",1,"3:33",1,20,16,19,16,1,0,0,213,FALSE,FALSE,1.11764705882353,1156,1024,0
"906","109 - 103","PHX - LAC",290111012,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","21 - 16","2008 - 2009",1,"3:33",1,21,16,20,16,0,0,1,213,FALSE,FALSE,1.17647058823529,1156,1024,1
"907","109 - 103","PHX - LAC",290111012,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","90 - 89","2008 - 2009",1,"7:52",1,90,89,89,89,1,0,0,472,FALSE,FALSE,0.988888888888889,1156,1024,0
"908","109 - 103","PHX - LAC",290111012,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 89","2008 - 2009",1,"7:52",1,91,89,90,89,0,0,1,472,FALSE,FALSE,1,1156,1024,1
"909","109 - 103","PHX - LAC",290111012,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","105 - 100","2008 - 2009",1,"2:04",1,105,100,104,100,1,0,0,124,FALSE,FALSE,1.02970297029703,1156,1024,0
"910","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","55 - 60","2008 - 2009",0,"7:43",0,55,60,60,55,1,0,0,463,FALSE,FALSE,1.07142857142857,1156,1024,0
"911","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","55 - 61","2008 - 2009",1,"7:43",0,55,61,60,55,0,1,0,463,FALSE,FALSE,1.07142857142857,1156,1024,0
"912","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","57 - 63","2008 - 2009",1,"6:20",0,57,63,62,57,1,0,0,380,FALSE,FALSE,1.06896551724138,1156,1024,0
"913","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","57 - 64","2008 - 2009",1,"6:20",0,57,64,63,57,0,0,1,380,FALSE,FALSE,1.08620689655172,1156,1024,0
"914","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","59 - 69","2008 - 2009",0,"5:28",0,59,69,69,59,1,0,0,328,FALSE,FALSE,1.15,1156,1024,0
"915","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","63 - 70","2008 - 2009",1,"4:30",0,63,70,69,63,1,0,0,270,FALSE,FALSE,1.078125,1156,1024,0
"916","102 - 107","ATL - PHX",290113021,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","63 - 70","2008 - 2009",0,"4:30",0,63,70,70,63,0,0,1,270,FALSE,FALSE,1.09375,1156,1024,0
"917","102 - 107","ATL - PHX",290113021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","92 - 96","2008 - 2009",1,"3:31",0,92,96,95,92,1,0,0,211,FALSE,FALSE,1.02150537634409,1156,1024,0
"918","102 - 107","ATL - PHX",290113021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","92 - 96","2008 - 2009",0,"3:31",0,92,96,96,92,0,0,1,211,FALSE,FALSE,1.03225806451613,1156,1024,0
"919","102 - 107","ATL - PHX",290113021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","98 - 98","2008 - 2009",0,"1:49",0,98,98,98,98,1,0,0,109,FALSE,FALSE,0.98989898989899,1156,1024,0
"920","102 - 107","ATL - PHX",290113021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","98 - 99","2008 - 2009",1,"1:49",0,98,99,98,98,0,1,0,109,FALSE,FALSE,0.98989898989899,1156,1024,0
"921","105 - 103","MIN - PHX",290116021,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","6 - 4","2008 - 2009",0,"9:33",0,6,4,4,6,1,0,0,573,TRUE,FALSE,0.571428571428571,1156,1024,0
"922","105 - 103","MIN - PHX",290116021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","84 - 84","2008 - 2009",1,"8:08",0,84,84,83,84,1,0,0,488,TRUE,FALSE,0.976470588235294,1156,1024,0
"923","105 - 103","MIN - PHX",290116021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","84 - 84","2008 - 2009",0,"8:08",0,84,84,84,84,0,0,1,488,FALSE,FALSE,0.988235294117647,1156,1024,0
"924","105 - 103","MIN - PHX",290116021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","100 - 100","2008 - 2009",1,"2:21",0,100,100,99,100,1,0,0,141,TRUE,FALSE,0.98019801980198,1156,1024,0
"925","105 - 103","MIN - PHX",290116021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","100 - 101","2008 - 2009",1,"2:21",0,100,101,100,100,0,0,1,141,FALSE,FALSE,0.99009900990099,1156,1024,0
"926","105 - 103","MIN - PHX",290116021,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","105 - 102","2008 - 2009",1,"0:59",0,105,102,101,105,1,0,0,59,TRUE,FALSE,0.952830188679245,1156,1024,0
"927","105 - 103","MIN - PHX",290116021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","105 - 102","2008 - 2009",0,"0:59",0,105,102,102,105,0,0,1,59,TRUE,FALSE,0.962264150943396,1156,1024,0
"928","117 - 113","PHX - TOR",290118028,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","46 - 43","2008 - 2009",1,"9:07",1,46,43,45,43,1,0,0,547,FALSE,FALSE,1.02272727272727,1156,1024,0
"929","117 - 113","PHX - TOR",290118028,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","58 - 51","2008 - 2009",1,"5:41",1,58,51,57,51,1,0,0,341,FALSE,FALSE,1.09615384615385,1156,1024,0
"930","117 - 113","PHX - TOR",290118028,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","59 - 51","2008 - 2009",1,"5:41",1,59,51,58,51,0,0,1,341,FALSE,FALSE,1.11538461538462,1156,1024,1
"931","117 - 113","PHX - TOR",290118028,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","76 - 69","2008 - 2009",1,"9:22",1,76,69,75,69,1,0,0,562,FALSE,FALSE,1.07142857142857,1156,1024,0
"932","109 - 114","PHX - NY",290121018,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","7 - 7","2008 - 2009",1,"9:40",1,7,7,6,7,1,0,0,580,TRUE,FALSE,0.75,1156,1024,0
"933","109 - 114","PHX - NY",290121018,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","8 - 7","2008 - 2009",1,"9:40",1,8,7,7,7,0,0,1,580,FALSE,FALSE,0.875,1156,1024,1
"934","109 - 114","PHX - NY",290121018,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","13 - 9","2008 - 2009",0,"7:28",1,13,9,13,9,1,0,0,448,FALSE,FALSE,1.3,1156,1024,0
"935","109 - 114","PHX - NY",290121018,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","14 - 9","2008 - 2009",1,"7:28",1,14,9,13,9,0,1,0,448,FALSE,FALSE,1.3,1156,1024,0
"936","109 - 114","PHX - NY",290121018,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","26 - 15","2008 - 2009",0,"3:57",1,26,15,26,15,1,0,0,237,FALSE,FALSE,1.625,1156,1024,0
"937","109 - 114","PHX - NY",290121018,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","26 - 15","2008 - 2009",0,"3:57",1,26,15,26,15,0,1,0,237,FALSE,FALSE,1.625,1156,1024,0
"938","109 - 114","PHX - NY",290121018,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","43 - 47","2008 - 2009",1,"5:18",1,43,47,42,47,1,0,0,318,TRUE,FALSE,0.875,1156,1024,0
"939","109 - 114","PHX - NY",290121018,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","58 - 54","2008 - 2009",0,"0:21",1,58,54,58,54,1,0,0,21,FALSE,FALSE,1.05454545454545,1156,1024,0
"940","109 - 114","PHX - NY",290121018,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","58 - 54","2008 - 2009",0,"0:21",1,58,54,58,54,0,1,0,21,FALSE,FALSE,1.05454545454545,1156,1024,0
"941","109 - 114","PHX - NY",290121018,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","99 - 106","2008 - 2009",0,"1:40",1,99,106,99,106,1,0,0,100,TRUE,FALSE,0.925233644859813,1156,1024,0
"942","109 - 114","PHX - NY",290121018,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","100 - 106","2008 - 2009",1,"1:40",1,100,106,99,106,0,1,0,100,TRUE,FALSE,0.925233644859813,1156,1024,0
"943","109 - 114","PHX - NY",290121018,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","100 - 107","2008 - 2009",0,"0:53",1,100,107,100,107,1,0,0,53,TRUE,FALSE,0.925925925925926,1156,1024,0
"944","109 - 114","PHX - NY",290121018,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","100 - 107","2008 - 2009",0,"0:53",1,100,107,100,107,0,1,0,53,TRUE,FALSE,0.925925925925926,1156,1024,0
"945","76 - 98","PHX - CHA",290123030,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","3 - 2","2008 - 2009",1,"9:26",1,3,2,2,2,1,0,0,566,FALSE,FALSE,0.666666666666667,1156,1024,0
"946","76 - 98","PHX - CHA",290123030,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","4 - 2","2008 - 2009",1,"9:26",1,4,2,3,2,0,0,1,566,FALSE,FALSE,1,1156,1024,1
"947","76 - 98","PHX - CHA",290123030,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","17 - 27","2008 - 2009",1,"8:42",1,17,27,16,27,1,0,0,522,TRUE,FALSE,0.571428571428571,1156,1024,0
"948","76 - 98","PHX - CHA",290123030,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","18 - 27","2008 - 2009",1,"8:42",1,18,27,17,27,0,0,1,522,TRUE,FALSE,0.607142857142857,1156,1024,1
"949","76 - 98","PHX - CHA",290123030,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","23 - 32","2008 - 2009",1,"6:58",1,23,32,22,32,1,0,0,418,TRUE,FALSE,0.666666666666667,1156,1024,0
"950","76 - 98","PHX - CHA",290123030,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","24 - 32","2008 - 2009",1,"6:58",1,24,32,23,32,0,0,1,418,TRUE,FALSE,0.696969696969697,1156,1024,1
"951","76 - 98","PHX - CHA",290123030,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","26 - 34","2008 - 2009",0,"5:58",1,26,34,26,34,1,0,0,358,TRUE,FALSE,0.742857142857143,1156,1024,0
"952","76 - 98","PHX - CHA",290123030,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","27 - 34","2008 - 2009",1,"5:58",1,27,34,26,34,0,1,0,358,TRUE,FALSE,0.742857142857143,1156,1024,0
"953","76 - 98","PHX - CHA",290123030,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","42 - 69","2008 - 2009",1,"6:26",1,42,69,41,69,1,0,0,386,TRUE,TRUE,0.585714285714286,1156,1024,0
"954","76 - 98","PHX - CHA",290123030,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","42 - 69","2008 - 2009",0,"6:26",1,42,69,42,69,0,0,1,386,TRUE,TRUE,0.6,1156,1024,1
"955","76 - 98","PHX - CHA",290123030,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","55 - 78","2008 - 2009",0,"0:24",1,55,78,55,78,1,0,0,24,TRUE,TRUE,0.69620253164557,1156,1024,0
"956","76 - 98","PHX - CHA",290123030,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","55 - 78","2008 - 2009",0,"0:24",1,55,78,55,78,0,1,0,24,TRUE,TRUE,0.69620253164557,1156,1024,0
"957","104 - 99","PHX - ATL",290125001,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","16 - 8","2008 - 2009",1,"6:54",1,16,8,15,8,1,0,0,414,FALSE,FALSE,1.66666666666667,1156,1024,0
"958","104 - 99","PHX - ATL",290125001,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","39 - 40","2008 - 2009",1,"6:22",1,39,40,38,40,1,0,0,382,TRUE,FALSE,0.926829268292683,1156,1024,0
"959","104 - 99","PHX - ATL",290125001,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","39 - 40","2008 - 2009",0,"6:22",1,39,40,39,40,0,0,1,382,TRUE,FALSE,0.951219512195122,1156,1024,1
"960","104 - 99","PHX - ATL",290125001,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","44 - 44","2008 - 2009",0,"4:37",1,44,44,44,44,1,0,0,277,FALSE,FALSE,0.977777777777778,1156,1024,0
"961","104 - 99","PHX - ATL",290125001,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","45 - 44","2008 - 2009",1,"4:37",1,45,44,44,44,0,1,0,277,FALSE,FALSE,0.977777777777778,1156,1024,0
"962","104 - 99","PHX - ATL",290125001,4,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","91 - 90","2008 - 2009",0,"7:48",1,91,90,91,90,1,0,0,468,FALSE,FALSE,1,1156,1024,0
"963","104 - 99","PHX - ATL",290125001,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","95 - 95","2008 - 2009",1,"5:01",1,95,95,94,95,1,0,0,301,TRUE,FALSE,0.979166666666667,1156,1024,0
"964","104 - 99","PHX - ATL",290125001,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","96 - 95","2008 - 2009",1,"5:01",1,96,95,95,95,0,0,1,301,FALSE,FALSE,0.989583333333333,1156,1024,1
"965","103 - 87","PHX - WSH",290126027,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","8 - 9","2008 - 2009",0,"8:02",1,8,9,8,9,1,0,0,482,TRUE,FALSE,0.8,1156,1024,0
"966","103 - 87","PHX - WSH",290126027,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","9 - 9","2008 - 2009",1,"8:02",1,9,9,8,9,0,1,0,482,TRUE,FALSE,0.8,1156,1024,0
"967","103 - 87","PHX - WSH",290126027,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","12 - 12","2008 - 2009",1,"6:33",1,12,12,11,12,1,0,0,393,TRUE,FALSE,0.846153846153846,1156,1024,0
"968","103 - 87","PHX - WSH",290126027,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","13 - 12","2008 - 2009",1,"6:33",1,13,12,12,12,0,0,1,393,FALSE,FALSE,0.923076923076923,1156,1024,1
"969","103 - 87","PHX - WSH",290126027,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","35 - 37","2008 - 2009",1,"6:20",1,35,37,34,37,1,0,0,380,TRUE,FALSE,0.894736842105263,1156,1024,0
"970","103 - 87","PHX - WSH",290126027,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","43 - 44","2008 - 2009",1,"2:43",1,43,44,42,44,1,0,0,163,TRUE,FALSE,0.933333333333333,1156,1024,0
"971","103 - 87","PHX - WSH",290126027,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","44 - 44","2008 - 2009",1,"2:43",1,44,44,43,44,0,0,1,163,TRUE,FALSE,0.955555555555556,1156,1024,1
"972","103 - 87","PHX - WSH",290126027,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","55 - 54","2008 - 2009",1,"9:25",1,55,54,54,54,1,0,0,565,FALSE,FALSE,0.981818181818182,1156,1024,0
"973","103 - 87","PHX - WSH",290126027,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","56 - 54","2008 - 2009",1,"9:25",1,56,54,55,54,0,0,1,565,FALSE,FALSE,1,1156,1024,1
"974","103 - 87","PHX - WSH",290126027,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","65 - 58","2008 - 2009",1,"6:43",1,65,58,64,58,1,0,0,403,FALSE,FALSE,1.08474576271186,1156,1024,0
"975","114 - 104","SA - PHX",290129021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","43 - 42","2008 - 2009",1,"6:52",0,43,42,41,43,1,0,0,412,TRUE,FALSE,0.931818181818182,1156,1024,0
"976","114 - 104","SA - PHX",290129021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","43 - 43","2008 - 2009",1,"6:52",0,43,43,42,43,0,0,1,412,TRUE,FALSE,0.954545454545455,1156,1024,0
"977","114 - 104","SA - PHX",290129021,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","102 - 95","2008 - 2009",1,"4:28",0,102,95,94,102,1,0,0,268,TRUE,FALSE,0.912621359223301,1156,1024,0
"978","114 - 104","SA - PHX",290129021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","105 - 99","2008 - 2009",0,"2:41",0,105,99,99,105,1,0,0,161,TRUE,FALSE,0.933962264150943,1156,1024,0
"979","114 - 104","SA - PHX",290129021,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","105 - 99","2008 - 2009",0,"2:41",0,105,99,99,105,0,1,0,161,TRUE,FALSE,0.933962264150943,1156,1024,0
"980","122 - 111","CHI - PHX",290131021,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","5 - 1","2008 - 2009",1,"10:34",0,5,1,0,5,1,0,0,634,TRUE,FALSE,0,1156,1024,0
"981","122 - 111","CHI - PHX",290131021,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","5 - 2","2008 - 2009",1,"10:34",0,5,2,1,5,0,0,1,634,TRUE,FALSE,0.166666666666667,1156,1024,0
"982","122 - 111","CHI - PHX",290131021,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","27 - 22","2008 - 2009",1,"0:55",0,27,22,21,27,1,0,0,55,TRUE,FALSE,0.75,1156,1024,0
"983","122 - 111","CHI - PHX",290131021,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","27 - 22","2008 - 2009",0,"0:55",0,27,22,22,27,0,0,1,55,TRUE,FALSE,0.785714285714286,1156,1024,0
"984","122 - 111","CHI - PHX",290131021,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","41 - 35","2008 - 2009",0,"7:41",0,41,35,35,41,1,0,0,461,TRUE,FALSE,0.833333333333333,1156,1024,0
"985","122 - 111","CHI - PHX",290131021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","78 - 66","2008 - 2009",1,"7:01",0,78,66,65,78,1,0,0,421,TRUE,FALSE,0.822784810126582,1156,1024,0
"986","122 - 111","CHI - PHX",290131021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","78 - 67","2008 - 2009",1,"7:01",0,78,67,66,78,0,0,1,421,TRUE,FALSE,0.835443037974684,1156,1024,0
"987","122 - 111","CHI - PHX",290131021,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","101 - 91","2008 - 2009",0,"7:09",0,101,91,91,101,1,0,0,429,TRUE,FALSE,0.892156862745098,1156,1024,0
"988","122 - 111","CHI - PHX",290131021,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","101 - 92","2008 - 2009",1,"7:09",0,101,92,91,101,0,1,0,429,TRUE,FALSE,0.892156862745098,1156,1024,0
"989","81 - 129","SAC - PHX",290202021,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","21 - 43","2008 - 2009",1,"10:49",0,21,43,42,21,1,0,0,649,FALSE,FALSE,1.90909090909091,1156,1024,0
"990","81 - 129","SAC - PHX",290202021,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","21 - 43","2008 - 2009",0,"10:49",0,21,43,43,21,0,0,1,649,FALSE,FALSE,1.95454545454545,1156,1024,0
"991","81 - 129","SAC - PHX",290202021,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","23 - 47","2008 - 2009",0,"8:06",0,23,47,47,23,1,0,0,486,FALSE,FALSE,1.95833333333333,1156,1024,0
"992","81 - 129","SAC - PHX",290202021,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","23 - 48","2008 - 2009",1,"8:06",0,23,48,47,23,0,1,0,486,FALSE,FALSE,1.95833333333333,1156,1024,0
"993","81 - 129","SAC - PHX",290202021,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","41 - 69","2008 - 2009",0,"1:07",0,41,69,69,41,1,0,0,67,FALSE,FALSE,1.64285714285714,1156,1024,0
"994","81 - 129","SAC - PHX",290202021,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","41 - 69","2008 - 2009",0,"1:07",0,41,69,69,41,0,1,0,67,FALSE,FALSE,1.64285714285714,1156,1024,0
"995","112 - 124","PHX - GS",290204009,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","52 - 68","2008 - 2009",0,"2:18",1,52,68,52,68,1,0,0,138,TRUE,TRUE,0.753623188405797,1156,1024,0
"996","112 - 124","PHX - GS",290204009,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","53 - 68","2008 - 2009",1,"2:18",1,53,68,52,68,0,1,0,138,TRUE,TRUE,0.753623188405797,1156,1024,0
